distance,springback,thickness,die_opening
10.0002,0.8608899999999995,1.5,40
20.0001,1.4985,1.5,40
5.00012,0.7518099999999999,1.5,40
2.50016,0.6076699999999999,1.5,40
15.0001,1.1275999999999993,1.5,40
15.0001,1.0869,1.5,40
20.0001,1.5543000000000013,1.5,40
2.50013,0.6475700000000002,1.5,40
5.00013,0.7670899999999996,1.5,40
5.00013,0.7137500000000001,1.5,40
15.0001,1.1409000000000002,1.5,40
2.50019,0.71431,1.5,40
10.0002,0.8742999999999999,1.5,40
20.0001,1.5009000000000015,1.5,40
10.0001,0.8875899999999994,1.5,40
