distance,springback,thickness,die_opening
2.50017,0.6690499999999999,2,50
15.0001,1.0305,2,50
2.50009,0.6957900000000001,2,50
20.0001,1.3239000000000019,2,50
5.00012,0.7905699999999998,2,50
20.0001,1.3242000000000012,2,50
10.0001,0.8842800000000004,2,50
5.00011,0.7110099999999999,2,50
20.0001,1.4308000000000014,2,50
15.0001,1.0572,2,50
15.0001,1.0475999999999992,2,50
10.0002,0.830919999999999,2,50
5.00014,0.7509700000000006,2,50
20.0001,1.4309000000000012,2,50
2.5001,0.7109500000000002,2,50
10.0001,0.85764,2,50
